"CO2 emisija, g/km",Color,Body type,Price,Catalytic converter,Tinted windows,First registration,Driven wheels,Fuel type,LED headlights,ESP,Fog lights,Number of seats,Mileage,Gearbox,Alarm,Electric mirrors,Heated mirrors,Lane Departure Warning,Fuel consuption Urban l/100 km,Boot cover,Start-Stop system,Tow hook,LED daytime running lights,Immobilizer,Hill-start assist control,Multifunctional steering wheel,Adaptive Cruise Control,Automatic headlamps,LCD monitor,MP3 player,Road sign recognition,Dimming mirror,AUX input,URL,ISOFIX mounts,Fuel consuption combined l/100 km,Rainfall sensor,Traction control system,Rear view camera,Cruise control,First registration country,Electric seats,Fuel consuption out-of-city l/100 km,Make,Model,Engine Power KW,Engine size in Cm3,car_id
106,Black,Wagon,8200,1,1,2019,Front wheel drive (FWD),Diesel,0,1,1,5,304000,Manual,0,1,1,0,"4,6",0,1,0,1,1,0,1,0,0,1,1,0,0,1,https://en.autoplius.lt/ads/skoda-octavia-1-6-l-wagon-2019-diesel-25685364.html,1,"4,1",1,0,0,1,Holland,0,38,Skoda,Octavia,85.0,Low,4183
0,Black,Off-road / Crossover,8200,0,1,2008,All wheel (4х4),Petrol,0,1,0,5,223513,Automatic,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,https://en.autoplius.lt/ads/bmw-x5-4-8-l-off-road-crossover-2008-petrol-26830749.html,1,0,1,1,1,1,0,0,0,BMW,X5,261.0,Very Low,4184
158,Gray / silver,Wagon,8200,1,0,2013,All wheel (4х4),Diesel,0,1,1,5,271089,Automatic,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,https://en.autoplius.lt/ads/volvo-v60-2-4-l-wagon-2013-diesel-27207091.html,1,0,1,1,1,1,0,1,0,Volvo,V60,158.0,Low,4185
145,Black,Wagon,8200,0,0,2011,0,Diesel,0,0,0,0,290502,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-2-0-l-wagon-2011-diesel-27124061.html,0,0,0,0,0,0,0,0,0,Audi,A6,100.0,Low,4186
0,Black,Saloon / sedan,8200,1,0,2011,All wheel (4х4),Petrol,1,1,1,4,281594,Manual,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a5-2-0-l-saloon-sedan-2011-petrol-26449050.html,0,0,1,0,0,1,Germany,0,0,Audi,A5,155.0,Low,4187
140,White,Saloon / sedan,8200,0,0,2012,Front wheel drive (FWD),Petrol,0,1,1,5,157300,Automatic,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,https://en.autoplius.lt/ads/audi-a4-2-0-l-saloon-sedan-2012-petrol-26703107.html,1,0,0,1,0,1,USA,0,0,Audi,A4,155.0,Low,4188
123,White,Wagon,8200,1,0,2012,Front wheel drive (FWD),Diesel,1,1,1,5,226374,Manual,1,1,1,0,6,1,1,1,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/audi-a4-2-0-l-wagon-2012-diesel-26765521.html,1,0,1,1,0,1,0,0,4,Audi,A4,116.0,Low,4189
110,Blue,Hatchback,8200,1,1,2012,Front wheel drive (FWD),Diesel,0,1,1,5,186145,Automatic,1,1,1,0,"5,1",1,1,0,1,1,1,1,0,1,1,0,0,1,1,https://en.autoplius.lt/ads/audi-a1-1-6-l-hatchback-2012-diesel-26702765.html,1,"4,2",1,1,0,1,0,0,37,Audi,A1,66.0,Low,4190
129,Black,Wagon,8200,0,1,2013,0,Diesel,1,1,1,5,332000,Automatic,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/audi-a4-2-0-l-wagon-2013-diesel-27210313.html,1,0,1,1,0,1,0,1,0,Audi,A4,110.0,Low,4191
101,Gray / silver,Hatchback,8200,0,1,2016,Front wheel drive (FWD),Diesel,0,1,1,5,250000,Automatic,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,https://en.autoplius.lt/ads/mercedes-benz-a180-1-5-l-hatchback-2016-diesel-27028201.html,1,0,1,1,0,1,0,0,0,Mercedes-Benz,A180,80.0,Very Low,4192
139,Black,Off-road / Crossover,8250,1,1,2015,Front wheel drive (FWD),Diesel,1,1,1,5,215415,Manual,0,1,1,0,6,1,1,1,1,1,0,1,0,1,0,0,0,0,1,https://en.autoplius.lt/ads/hyundai-ix35-1-7-l-off-road-crossover-2015-diesel-27099049.html,0,"5,2",1,1,0,1,Belgium,0,5,Hyundai,ix35,85.0,Very Low,4193
257,White,Off-road / Crossover,8250,1,1,2013,0,Petrol / LPG,0,1,1,5,117000,Automatic,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/volvo-xc60-3-2-l-off-road-crossover-2013-petrol-gas-27219393.html,1,0,1,1,0,1,0,1,0,Volvo,XC60,172.0,Very Low,4194
0,White,Pick-up,8250,0,0,2013,0,Diesel,0,1,0,6,299000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/ford-transit-2-2-l-pick-up-2013-diesel-26920473.html,0,0,0,1,0,0,0,0,0,Ford,Transit,92.0,Very Low,4195
158,Gray / silver,Off-road / Crossover,8250,1,1,2015,All wheel (4х4),Petrol,0,1,1,5,135000,Automatic,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/opel-mokka-1-4-l-off-road-crossover-2015-petrol-26835853.html,0,0,1,1,1,1,0,0,0,Opel,Mokka,103.0,Very Low,4196
129,Black,MPV / minivan,8250,1,0,2016,0,Diesel,0,1,1,0,300423,Manual,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/ford-s-max-2-0-l-mpv-minivan-2016-diesel-26330692.html,1,0,1,1,0,1,0,1,0,Ford,S-MAX,110.0,Low,4197
0,White,Cargo van,8250,0,0,2013,0,Diesel,0,0,0,6,299000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/ford-transit-2-2-l-cargo-van-2013-diesel-26751127.html,0,0,0,0,0,0,0,0,0,Ford,Transit,92.0,Very Low,4198
137,Gray / silver,Saloon / sedan,8250,1,1,2010,Rear wheel drive (RWD),Diesel,0,1,1,5,153000,Automatic,1,1,1,0,"6,4",0,1,0,1,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-520-2-0-l-saloon-sedan-2010-diesel-27162245.html,1,"5,2",1,0,0,1,0,1,45,BMW,520,135.0,Low,4199
123,Brown / beige,Wagon,8250,1,1,2013,Front wheel drive (FWD),Diesel,0,1,1,5,250000,Manual,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/audi-a4-2-0-l-wagon-2013-diesel-27209179.html,0,0,1,1,0,1,Belgium,0,0,Audi,A4,100.0,Low,4200
138,Black,Wagon,8250,0,1,2014,All wheel (4х4),Diesel,0,0,1,5,246000,Automatic,1,1,0,0,"6,1",0,1,1,0,1,0,1,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/bmw-520-2-0-l-wagon-2014-diesel-27008233.html,0,"5,2",1,0,1,1,0,1,47,BMW,520,135.0,Low,4201
87,Black,Hatchback,8250,1,1,2013,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,265377,Automatic,1,1,1,0,"3,7",1,1,0,0,1,1,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/toyota-auris-1-8-l-hatchback-2013-gasoline-electricity-27207557.html,0,"3,8",1,1,1,1,Holland,0,37,Toyota,Auris,73.0,Low,4202
116,White,Hatchback,8290,0,0,2014,Rear wheel drive (RWD),Diesel,0,0,0,5,250000,Automatic,0,0,0,0,"5,2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-120-2-0-l-hatchback-2014-diesel-27092593.html,0,"4,4",0,0,0,1,0,0,39,BMW,120,135.0,Low,4203
109,Black,Wagon,8300,1,1,2017,Front wheel drive (FWD),Diesel,0,1,1,5,278585,Automatic,1,1,1,0,"5,1",1,1,0,0,0,0,1,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/volvo-v60-2-0-l-wagon-2017-diesel-27057725.html,1,"4,2",1,0,0,1,Italy,0,39,Volvo,V60,110.0,Low,4204
218,Gray / silver,Off-road / Crossover,8300,1,1,2011,All wheel (4х4),Diesel,0,1,1,5,370000,Automatic,1,1,1,1,"10,3",1,1,0,0,1,1,1,1,1,0,1,1,1,1,https://en.autoplius.lt/ads/jeep-grand-cherokee-3-0-l-off-road-crossover-2011-diesel-27223055.html,1,"8,3",1,1,1,1,Italy,1,72,Jeep,Grand Cherokee,177.0,Low,4205
0,Gray / silver,Coupe,8300,0,0,2000,All wheel (4х4),Petrol,0,0,0,4,154000,Automatic,0,0,0,0,"10,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/subaru-impreza-2-5-l-coupe-2000-petrol-27077591.html,0,"9,3",0,0,0,0,0,0,84,Subaru,Impreza,123.0,Very Low,4206
156,Black,Off-road / Crossover,8300,1,1,2011,All wheel (4х4),Diesel,0,1,1,5,264399,Automatic,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/mercedes-benz-glk220-2-1-l-off-road-crossover-2011-diesel-27163475.html,1,"6,9",1,1,1,1,Italy,1,0,Mercedes-Benz,GLK220,125.0,Low,4207
129,Blue,Hatchback,8300,0,0,2016,0,Diesel,0,0,0,0,235000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/ford-s-max-2-0-l-hatchback-2016-diesel-26682393.html,0,0,0,0,0,0,0,0,0,Ford,S-MAX,116.0,Low,4208
195,Black,Saloon / sedan,8300,1,1,2013,All wheel (4х4),Petrol,0,1,1,5,189000,Automatic,1,1,1,0,12,0,1,0,1,1,0,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/bmw-535-3-0-l-saloon-sedan-2013-petrol-27204289.html,0,"8,5",1,1,0,1,0,1,7,BMW,535,225.0,Very Low,4209
0,White,Cargo van,8300,0,0,2016,0,Diesel,0,0,0,3,142000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/mercedes-benz-vito-1-6-l-cargo-van-2016-diesel-27171435.html,0,0,0,0,0,0,0,0,0,Mercedes-Benz,Vito,84.0,Low,4210
0,0,Cargo van,8349,0,0,2013,0,Diesel,0,0,0,0,133000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/renault-master-2-3-l-cargo-van-2013-diesel-26186424.html,0,0,0,0,0,0,0,0,0,Renault,Master,92.0,Very Low,4211
129,Gray / silver,Saloon / sedan,8350,1,0,2011,Rear wheel drive (RWD),Diesel,1,0,1,5,325000,Automatic,1,1,1,0,"5,9",0,0,0,0,1,0,0,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/bmw-520-2-0-l-saloon-sedan-2011-diesel-27216059.html,0,"4,9",1,0,0,1,Holland,0,43,BMW,520,135.0,Low,4212
87,White,Hatchback,8350,1,1,2014,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,206123,Automatic,1,1,1,0,"3,7",1,0,0,0,1,0,1,1,1,1,0,0,1,1,https://en.autoplius.lt/ads/lexus-ct-200h-1-8-l-hatchback-2014-gasoline-electricity-27187013.html,1,"3,8",1,1,0,1,Italy,0,37,Lexus,CT 200h,100.0,Low,4213
149,Gray / silver,Wagon,8350,0,1,2015,All wheel (4х4),Diesel,0,1,1,5,226730,Automatic,1,1,1,0,"6,8",1,1,1,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/skoda-superb-2-0-l-wagon-2015-diesel-26532968.html,1,"5,7",1,1,0,1,Lithuania,0,51,Skoda,Superb,125.0,Low,4214
146,White,Saloon / sedan,8350,0,1,2012,All wheel (4х4),Diesel,0,1,0,5,291765,Automatic,1,1,1,0,"7,2",0,1,1,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-3-0-l-saloon-sedan-2012-diesel-27214931.html,1,"5,9",1,1,0,1,Germany,1,52,Audi,A6,180.0,Low,4215
124,Gray / silver,Wagon,8350,1,0,2013,Front wheel drive (FWD),Diesel,0,1,1,5,220696,Manual,1,1,1,0,6,0,0,0,0,1,0,0,0,0,1,1,0,1,1,https://en.autoplius.lt/ads/audi-a4-2-0-l-wagon-2013-diesel-27033899.html,1,0,1,1,0,1,Germany,0,4,Audi,A4,105.0,Low,4216
155,Gray / silver,Off-road / Crossover,8350,1,0,2009,All wheel (4х4),Diesel,0,0,1,5,253000,Automatic,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,https://en.autoplius.lt/ads/audi-q5-2-0-l-off-road-crossover-2009-diesel-27134845.html,0,0,1,0,0,0,Germany,0,0,Audi,Q5,125.0,Low,4217
294,Black,Off-road / Crossover,8400,0,0,2008,All wheel (4х4),Diesel,0,0,0,0,224000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-q7-4-2-l-off-road-crossover-2008-diesel-27198697.html,0,0,0,0,0,0,0,0,0,Audi,Q7,240.0,Very Low,4218
261,Black,Off-road / Crossover,8400,0,1,2009,All wheel (4х4),Diesel,0,1,1,5,332000,Automatic,1,1,1,0,"12,5",0,0,1,0,1,0,1,1,0,0,1,0,1,0,https://en.autoplius.lt/ads/mercedes-benz-gl320-3-0-l-off-road-crossover-2009-diesel-27223623.html,0,"9,8",1,1,1,1,Belgium,1,8,Mercedes-Benz,GL320,116.0,Low,4219
127,Yellow / gold,MPV / minivan,8400,0,1,2018,Front wheel drive (FWD),Diesel,0,1,1,5,200000,Automatic,0,0,0,1,"5,6",0,0,1,0,1,0,1,1,0,1,1,0,0,1,https://en.autoplius.lt/ads/volkswagen-touran-2-0-l-mpv-minivan-2018-diesel-25608949.html,1,"4,8",1,1,1,1,Belgium,0,44,Volkswagen,Touran,110.0,Low,4220
0,0,Off-road / Crossover,8400,0,0,2014,All wheel (4х4),Diesel,1,1,0,0,202000,Automatic,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/ssangyong-rexton-2-0-l-off-road-crossover-2014-diesel-27003641.html,0,0,1,1,0,1,0,1,0,SsangYong,Rexton,114.0,Low,4221
122,Black,Wagon,8400,0,0,2013,Rear wheel drive (RWD),Diesel,0,0,0,5,330000,Automatic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-320-2-0-l-wagon-2013-diesel-27185715.html,0,0,0,0,0,1,0,0,0,BMW,320,135.0,Low,4222
158,Brown / beige,Off-road / Crossover,8400,1,1,2015,Front wheel drive (FWD),Petrol,0,1,1,5,121423,Automatic,1,1,0,0,"8,7",1,0,0,1,1,1,1,0,1,0,1,0,0,0,https://en.autoplius.lt/ads/opel-mokka-1-4-l-off-road-crossover-2015-petrol-27059635.html,1,"6,7",1,1,0,1,Lithuania,0,56,Opel,Mokka,103.0,Very Low,4223
176,Black,Off-road / Crossover,8400,1,1,2009,All wheel (4х4),Diesel,0,1,1,5,283000,Manual,0,1,1,0,"7,5",1,0,1,0,1,0,1,0,1,0,0,0,1,0,https://en.autoplius.lt/ads/audi-q5-2-0-l-off-road-crossover-2009-diesel-27203833.html,0,"6,1",1,0,0,1,Germany,0,55,Audi,Q5,125.0,Low,4224
135,Black,Wagon,8400,0,0,2013,Front wheel drive (FWD),Diesel,0,1,0,5,283000,Automatic,0,1,1,0,"6,1",1,0,1,1,1,1,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/audi-a6-2-0-l-wagon-2013-diesel-26795219.html,1,"5,1",1,1,0,1,Germany,1,45,Audi,A6,130.0,Low,4225
89,Black,Hatchback,8400,0,1,2013,0,Petrol / LPG,0,0,1,0,241737,Automatic,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,https://en.autoplius.lt/ads/toyota-auris-1-8-l-hatchback-2013-petrol-gas-27217507.html,1,0,1,0,1,1,0,0,0,Toyota,Auris,73.0,Low,4226
119,White,Hatchback,8400,1,1,2016,Front wheel drive (FWD),Diesel,1,1,1,5,225000,Automatic,0,1,1,1,"5,5",1,1,0,1,1,1,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-golf-2-0-l-hatchback-2016-diesel-27212403.html,1,"4,5",1,1,1,1,France,0,4,Volkswagen,Golf,135.0,Low,4227
146,Black,MPV / minivan,8400,1,1,2012,Front wheel drive (FWD),Diesel,0,1,0,7,270000,Manual,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-sharan-2-0-l-mpv-minivan-2012-diesel-27208095.html,1,0,1,1,0,1,Austria,0,0,Volkswagen,Sharan,103.0,Low,4228
198,Black,Convertible,8400,0,0,1994,Rear wheel drive (RWD),Petrol,0,0,0,4,150000,Manual,0,0,0,0,"12,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-325-2-5-l-convertible-1994-petrol-25994594.html,0,"9,1",0,0,0,0,Germany,0,68,BMW,325,141.0,Very Low,4229
99,Yellow / gold,Off-road / Crossover,8450,1,0,2013,Front wheel drive (FWD),Diesel,0,0,0,5,273000,Manual,0,1,0,0,"4,2",1,1,1,1,0,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/volvo-v40-cross-country-1-6-l-off-road-crossover-2013-diesel-27037497.html,1,"3,8",1,0,1,1,Germany,0,35,Volvo,V40 Cross Country,85.0,Low,4230
189,Black,Passenger minibus,8450,1,1,2013,Rear wheel drive (RWD),Diesel,0,1,0,8,204528,Manual,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/hyundai-h1-2-5-l-passenger-minibus-2013-diesel-27151701.html,1,0,0,0,0,1,Germany,0,0,Hyundai,H1,100.0,Very Low,4231
192,Green / olive,Off-road / Crossover,8450,1,1,2008,All wheel (4х4),Petrol / electricity,0,1,1,5,197546,Automatic,0,1,1,0,"9,1",1,0,1,0,0,0,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/lexus-rx-400h-3-3-l-off-road-crossover-2008-gasoline-electricity-27212449.html,1,"8,1",1,0,1,1,Germany,1,76,Lexus,RX 400h,155.0,Very Low,4232
118,Red / crimson,Convertible,8450,0,1,2012,Front wheel drive (FWD),Diesel,0,1,1,4,228000,Manual,0,1,1,0,"5,3",0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/mini-cooper-sd-2-0-l-convertible-2012-diesel-27137243.html,0,"4,5",1,0,0,1,Belgium,0,4,Mini,Cooper SD,105.0,Low,4233
0,0,Wagon,8450,1,1,2011,Rear wheel drive (RWD),Diesel,0,1,1,5,308000,Automatic,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,https://en.autoplius.lt/ads/bmw-535-3-0-l-wagon-2011-diesel-27038779.html,1,0,1,0,0,1,0,1,0,BMW,535,230.0,Low,4234
129,Brown / beige,Coupe,8450,1,1,2011,Front wheel drive (FWD),Diesel,0,1,1,4,269000,Automatic,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-scirocco-2-0-l-coupe-2011-diesel-27134179.html,1,0,0,0,0,1,Germany,0,0,Volkswagen,Scirocco,103.0,Low,4235
0,Black,Saloon / sedan,8450,0,0,2016,Rear wheel drive (RWD),Diesel,1,1,0,5,299000,Automatic,1,1,1,0,6,0,1,0,1,1,1,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/mercedes-benz-e200-2-2-l-saloon-sedan-2016-diesel-27194215.html,1,"5,5",1,1,0,1,Belgium,1,5,Mercedes-Benz,E200,100.0,Very Low,4236
159,Black,Wagon,8450,1,1,2010,Rear wheel drive (RWD),Diesel,0,1,1,5,282000,Automatic,0,1,0,1,"8,1",1,1,1,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/mercedes-benz-e220-2-1-l-wagon-2010-diesel-27155081.html,1,"6,1",1,1,1,1,Germany,1,49,Mercedes-Benz,E220,125.0,Low,4237
0,White,Cargo van,8469,1,0,2018,Front wheel drive (FWD),Diesel,0,1,1,3,299000,Manual,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,https://en.autoplius.lt/ads/fiat-ducato-2-3-l-cargo-van-2018-diesel-27154129.html,0,0,1,0,1,1,Germany,0,0,Fiat,Ducato,96.0,Very Low,4238
109,Gray / silver,Hatchback,8482,1,1,2018,Front wheel drive (FWD),Petrol,0,1,0,5,130500,Manual,1,1,1,0,"5,4",1,1,0,1,1,0,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-golf-1-0-l-hatchback-2018-petrol-27223893.html,1,"4,8",1,0,0,1,Lithuania,0,44,Volkswagen,Golf,85.0,Very Low,4239
119,Gray / silver,Passenger minibus,8490,1,0,2015,Front wheel drive (FWD),Diesel,0,1,0,0,192000,Automatic,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/renault-master-2-3-l-passenger-minibus-2015-diesel-27168557.html,0,0,0,0,0,0,0,0,0,Renault,Master,92.0,Very Low,4240
139,Blue,Hatchback,8499,1,1,2015,0,Petrol,0,1,1,5,214318,Manual,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/mini-cooper-s-1-6-l-hatchback-2015-petrol-27102699.html,1,0,1,1,0,1,0,0,0,Mini,Cooper S,140.0,Low,4241
179,Black,Hatchback,8499,1,1,2012,Front wheel drive (FWD),Petrol,0,1,1,4,205575,Automatic,1,1,0,0,"10,3",1,0,0,0,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-beetle-2-0-l-hatchback-2012-petrol-27022147.html,1,"7,7",1,1,0,1,0,0,61,Volkswagen,Beetle,147.0,Low,4242
153,Red / crimson,Off-road / Crossover,8499,1,1,2014,Front wheel drive (FWD),Petrol,0,1,1,5,205500,Manual,1,1,1,0,"8,4",1,0,1,0,1,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/opel-mokka-1-6-l-off-road-crossover-2014-petrol-27216305.html,1,"6,5",1,1,0,1,0,0,54,Opel,Mokka,85.0,Low,4243
154,Black,Wagon,8499,0,1,2011,All wheel (4х4),Diesel,0,1,1,5,245153,Automatic,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/audi-a4-allroad-3-0-l-wagon-2011-diesel-27113961.html,0,0,1,1,0,1,0,0,0,Audi,A4 allroad,180.0,Low,4244
150,Black,Off-road / Crossover,8499,1,1,2012,All wheel (4х4),Diesel,0,1,1,5,295000,Manual,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2012-diesel-27197885.html,1,0,1,1,0,0,Germany,0,0,Volkswagen,Tiguan,103.0,Low,4245
147,Gray / silver,Off-road / Crossover,8500,1,0,2011,All wheel (4х4),Diesel,0,1,1,5,280000,Automatic,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/bmw-x3-2-0-l-off-road-crossover-2011-diesel-27088559.html,1,0,1,1,0,1,0,0,0,BMW,X3,135.0,Low,4246
146,Black,Hatchback,8500,1,1,2016,Front wheel drive (FWD),Petrol,0,1,1,5,147000,Automatic,0,0,0,1,"8,7",0,1,1,1,1,0,1,0,1,0,0,1,0,1,https://en.autoplius.lt/ads/ford-mondeo-1-5-l-hatchback-2016-petrol-26910999.html,0,"6,3",1,1,0,1,Denmark,0,49,Ford,Mondeo,118.0,Very Low,4247
0,Black,Off-road / Crossover,8500,1,1,2009,All wheel (4х4),Diesel,0,1,1,5,422000,Automatic,0,1,0,0,"10,2",1,0,1,0,1,0,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-x5-3-0-l-off-road-crossover-2009-diesel-27054023.html,0,"8,1",1,1,1,1,Denmark,0,69,BMW,X5,173.0,Low,4248
139,Black,Wagon,8500,1,1,2011,Rear wheel drive (RWD),Diesel,1,1,1,5,343256,Automatic,1,1,1,0,"6,5",1,1,1,1,1,1,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/bmw-520-2-0-l-wagon-2011-diesel-26715725.html,1,"5,3",1,1,0,1,0,1,46,BMW,520,135.0,Low,4249
139,Gray / silver,Wagon,8500,0,0,2010,Rear wheel drive (RWD),Diesel,0,1,1,5,380000,Automatic,1,1,1,0,"6,5",1,1,0,0,1,1,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/bmw-520-2-0-l-wagon-2010-diesel-26622291.html,1,"5,3",1,1,0,1,0,1,46,BMW,520,135.0,Low,4250
206,White,Cargo van,8500,1,0,2012,Rear wheel drive (RWD),Diesel,0,1,0,3,71000,Manual,1,1,1,0,"9,8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/mercedes-benz-vito-2-1-l-cargo-van-2012-diesel-27209711.html,0,"7,8",0,1,0,0,Germany,0,66,Mercedes-Benz,Vito,70.0,Low,4251
150,Gray / silver,Saloon / sedan,8500,0,1,2012,All wheel (4х4),Diesel,0,1,1,5,377123,Automatic,1,1,1,0,"6,6",0,1,0,0,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/bmw-530-3-0-l-saloon-sedan-2012-diesel-27218047.html,1,"5,7",1,0,0,1,0,1,52,BMW,530,190.0,Low,4252
143,Black,Off-road / Crossover,8500,0,1,2013,Front wheel drive (FWD),Diesel,0,1,1,5,266116,Manual,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,https://en.autoplius.lt/ads/kia-sportage-1-7-l-off-road-crossover-2013-diesel-27152437.html,1,0,0,0,1,1,0,0,0,Kia,Sportage,85.0,Very Low,4253
251,Black,Off-road / Crossover,8500,1,1,2011,All wheel (4х4),Diesel,0,1,1,5,335000,Automatic,1,1,1,0,9,1,0,1,0,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/mercedes-benz-glk350-3-0-l-off-road-crossover-2011-diesel-26833971.html,1,8,1,0,0,1,0,1,7,Mercedes-Benz,GLK350,170.0,Low,4254
112,Black,Wagon,8500,1,1,2013,Rear wheel drive (RWD),Diesel,0,1,1,5,278374,Automatic,0,1,1,0,"5,1",1,1,1,1,1,0,1,0,1,1,0,1,1,1,https://en.autoplius.lt/ads/bmw-320-2-0-l-wagon-2013-diesel-27008599.html,1,"4,3",1,1,0,1,Germany,0,38,BMW,320,105.0,Low,4255
183,Gray / silver,Off-road / Crossover,8500,1,1,2010,All wheel (4х4),Diesel,0,1,1,5,237187,Automatic,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,https://en.autoplius.lt/ads/mercedes-benz-glk220-2-1-l-off-road-crossover-2010-diesel-26515024.html,1,"6,9",1,1,0,1,Italy,1,0,Mercedes-Benz,GLK220,125.0,Low,4256
