"CO2 emisija, g/km",Color,Body type,Price,Catalytic converter,Tinted windows,First registration,Driven wheels,Fuel type,LED headlights,ESP,Fog lights,Number of seats,Mileage,Gearbox,Alarm,Electric mirrors,Heated mirrors,Lane Departure Warning,Fuel consuption Urban l/100 km,Boot cover,Start-Stop system,Tow hook,LED daytime running lights,Immobilizer,Hill-start assist control,Multifunctional steering wheel,Adaptive Cruise Control,Automatic headlamps,LCD monitor,MP3 player,Road sign recognition,Dimming mirror,AUX input,URL,ISOFIX mounts,Fuel consuption combined l/100 km,Rainfall sensor,Traction control system,Rear view camera,Cruise control,First registration country,Electric seats,Fuel consuption out-of-city l/100 km,Make,Model,Engine Power KW,Engine size in Cm3,car_id
139,Gray / silver,Off-road / Crossover,8500,0,1,2013,Front wheel drive (FWD),Diesel,0,1,1,5,224000,Manual,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/kia-sportage-1-7-l-off-road-crossover-2013-diesel-25908002.html,1,0,1,1,1,1,Belgium,0,0,Kia,Sportage,85.0,Very Low,4257
108,Gray / silver,MPV / minivan,8500,1,1,2015,Front wheel drive (FWD),Diesel,1,1,1,7,219595,Manual,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/bmw-216-gran-tourer-1-5-l-mpv-minivan-2015-diesel-26670971.html,1,0,1,0,0,1,Holland,0,0,BMW,216 Gran Tourer,85.0,Very Low,4258
154,Black,Off-road / Crossover,8500,1,0,2011,Front wheel drive (FWD),Diesel,0,0,0,5,206300,Automatic,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,https://en.autoplius.lt/ads/volvo-xc60-2-0-l-off-road-crossover-2011-diesel-27207361.html,1,0,0,0,0,1,Romania,0,0,Volvo,XC60,120.0,Low,4259
94,Black,Hatchback,8500,0,0,2016,0,Diesel,0,0,0,0,225044,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-v40-2-0-l-hatchback-2016-diesel-27124053.html,0,0,0,0,0,0,0,0,0,Volvo,V40,88.0,Low,4260
119,White,Wagon,8500,0,0,2013,0,Diesel,0,0,0,0,291285,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-v60-1-6-l-wagon-2013-diesel-27097577.html,0,0,0,0,0,0,0,0,0,Volvo,V60,84.0,Low,4261
0,Blue,Wagon,8500,1,1,2014,Front wheel drive (FWD),Diesel,0,1,1,5,214000,Automatic,0,1,1,0,"5,1",1,1,1,1,1,0,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/volvo-v60-1-6-l-wagon-2014-diesel-10001997.html,1,"4,5",1,1,0,1,Belgium,0,42,Volvo,V60,84.0,Low,4262
0,Black,Wagon,8500,1,0,2013,All wheel (4х4),Diesel,1,1,1,5,301280,Automatic,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,https://en.autoplius.lt/ads/audi-a4-2-0-l-wagon-2013-diesel-26545946.html,1,0,1,0,0,1,0,0,0,Audi,A4,130.0,Low,4263
135,Blue,Wagon,8500,1,0,2012,Front wheel drive (FWD),Diesel,0,1,1,5,289000,Automatic,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-0-l-wagon-2012-diesel-27126649.html,1,0,1,1,0,1,0,0,0,Audi,A6,130.0,Low,4264
189,Black,Wagon,8500,0,0,2009,0,Diesel,0,0,0,0,329655,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a4-allroad-3-0-l-wagon-2009-diesel-27161167.html,0,0,0,0,0,0,Germany,0,0,Audi,A4 allroad,176.0,Low,4265
159,White,Saloon / sedan,8500,1,0,2013,Front wheel drive (FWD),Petrol,0,1,1,4,184000,Automatic,0,1,1,0,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a4-2-0-l-saloon-sedan-2013-petrol-26854407.html,1,"6,8",1,1,0,1,0,1,55,Audi,A4,132.0,Low,4266
157,Gray / silver,Saloon / sedan,8500,0,0,2010,Rear wheel drive (RWD),Petrol,0,0,0,5,105000,Automatic,0,0,0,0,"9,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/mercedes-benz-e200-1-8-l-saloon-sedan-2010-petrol-27005007.html,0,"7,5",0,0,0,0,0,0,6,Mercedes-Benz,E200,135.0,Very Low,4267
49,White,Hatchback,8500,1,0,2013,Front wheel drive (FWD),Petrol / electricity,1,0,1,5,179000,Automatic,0,1,1,0,"3,9",1,1,0,1,0,0,1,0,0,1,1,0,0,1,https://en.autoplius.lt/ads/toyota-prius-1-8-l-hatchback-2013-gasoline-electricity-27225169.html,0,"3,9",0,0,1,1,France,0,37,Toyota,Prius,73.0,Low,4268
0,Black,MPV / minivan,8500,1,1,2018,Front wheel drive (FWD),Diesel,1,1,1,5,400000,Automatic,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,https://en.autoplius.lt/ads/volkswagen-caddy-maxi-2-0-l-mpv-minivan-2018-diesel-27219723.html,0,0,0,1,0,1,0,0,0,Volkswagen,Caddy Maxi,110.0,Low,4269
0,White,Cargo van,8500,0,0,2011,Rear wheel drive (RWD),Diesel,0,0,0,7,138000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/volkswagen-crafter-2-5-l-cargo-van-2011-diesel-27207313.html,0,0,0,0,0,0,Lithuania,0,0,Volkswagen,Crafter,100.0,Very Low,4270
115,Gray / silver,Wagon,8500,0,0,2015,Front wheel drive (FWD),Diesel,0,0,0,5,240100,Automatic,0,0,0,0,"5,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2015-diesel-27187925.html,0,"4,4",0,0,0,0,0,0,38,Volkswagen,Passat,110.0,Low,4271
139,Black,Off-road / Crossover,8500,1,0,2012,Front wheel drive (FWD),Diesel,0,1,1,5,298113,Manual,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2012-diesel-27173525.html,0,0,0,0,0,1,France,0,0,Volkswagen,Tiguan,81.0,Low,4272
195,Black,Off-road / Crossover,8550,1,1,2010,All wheel (4х4),Diesel,0,1,1,5,301000,Automatic,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-touareg-off-road-crossover-2010-diesel-27223979.html,1,0,1,0,1,1,0,1,0,Volkswagen,Touareg,116.0,Low,4273
115,Blue,Wagon,8550,1,0,2015,Front wheel drive (FWD),Diesel,0,1,1,5,343231,Manual,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/skoda-superb-2-0-l-wagon-2015-diesel-27164545.html,1,0,1,1,0,1,0,0,0,Skoda,Superb,110.0,Low,4274
102,Other,Hatchback,8550,1,1,2014,Front wheel drive (FWD),Diesel,0,1,1,5,245000,Automatic,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-golf-1-6-l-hatchback-2014-diesel-27187325.html,1,0,1,1,0,1,Belgium,0,0,Volkswagen,Golf,116.0,Low,4275
0,Gray / silver,Coupe,8590,1,0,2014,All wheel (4х4),Petrol,0,1,1,5,196000,Manual,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,https://en.autoplius.lt/ads/mini-paceman-s-1-6-l-coupe-2014-petrol-26879605.html,1,0,1,1,0,1,USA,0,0,Mini,Paceman S,135.0,Very Low,4276
178,Brown / beige,Off-road / Crossover,8590,1,1,2012,0,Diesel,1,1,1,5,299000,Automatic,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/volvo-xc60-2-0-l-off-road-crossover-2012-diesel-27194825.html,0,0,1,0,0,1,Belgium,0,0,Volvo,XC60,120.0,Low,4277
165,Gray / silver,Wagon,8600,1,1,2011,Rear wheel drive (RWD),Diesel,0,1,1,5,255000,Automatic,0,1,1,0,8,0,1,1,1,0,1,1,1,1,0,0,1,1,1,https://en.autoplius.lt/ads/bmw-530-3-0-l-wagon-2011-diesel-27139305.html,1,"6,3",1,0,1,1,Germany,1,53,BMW,530,180.0,Low,4278
134,Black,Wagon,8600,1,0,2014,Front wheel drive (FWD),Diesel,0,1,1,5,354250,Automatic,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volvo-v70-2-0-l-wagon-2014-diesel-27174325.html,1,6,1,1,0,1,Holland,1,0,Volvo,V70,120.0,Low,4279
0,White,Passenger minibus,8600,0,1,2008,0,Diesel,0,1,0,9,479800,Automatic,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/mercedes-benz-sprinter-2-2-l-passenger-minibus-2008-diesel-26077878.html,0,0,0,1,0,1,0,0,0,Mercedes-Benz,Sprinter,110.0,Very Low,4280
139,Gray / silver,Wagon,8600,0,1,2011,Rear wheel drive (RWD),Diesel,0,1,1,5,300000,Automatic,1,1,1,0,"6,5",0,1,0,0,1,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/bmw-520-2-0-l-wagon-2011-diesel-27047495.html,1,"5,3",1,0,0,1,0,1,46,BMW,520,135.0,Low,4281
115,Black,Wagon,8600,1,1,2017,Front wheel drive (FWD),Diesel,0,1,1,5,339860,Automatic,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2017-diesel-27100081.html,1,0,1,1,1,1,0,1,0,Volkswagen,Passat,110.0,Low,4282
112,Blue,Wagon,8600,1,1,2014,Front wheel drive (FWD),Diesel,0,1,0,5,250000,Automatic,0,1,1,1,"5,1",1,1,0,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volvo-v60-2-0-l-wagon-2014-diesel-27151399.html,1,"4,3",1,0,0,1,Belgium,1,39,Volvo,V60,133.0,Low,4283
0,White,Off-road / Crossover,8600,0,0,2014,Front wheel drive (FWD),Petrol,0,0,0,5,190000,Automatic,0,0,0,0,"15,2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-xc60-3-2-l-off-road-crossover-2014-petrol-26407760.html,0,0,0,0,0,1,Denmark,0,81,Volvo,XC60,171.0,Very Low,4284
114,Black,Wagon,8600,1,0,2017,Front wheel drive (FWD),Diesel,1,1,0,5,250000,Automatic,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/volvo-v60-2-0-l-wagon-2017-diesel-27003299.html,0,0,1,1,0,1,Italy,0,0,Volvo,V60,116.0,Low,4285
135,Blue,Wagon,8600,0,1,2012,Front wheel drive (FWD),Diesel,1,1,1,5,334000,Automatic,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/audi-a6-2-0-l-wagon-2012-diesel-27210181.html,1,0,1,1,1,1,0,0,0,Audi,A6,130.0,Low,4286
154,Blue,Wagon,8600,1,1,2012,All wheel (4х4),Diesel,0,1,1,5,295147,Automatic,1,1,0,0,9,1,1,1,0,1,1,1,0,1,0,0,0,1,1,https://en.autoplius.lt/ads/audi-a4-3-0-l-wagon-2012-diesel-27219161.html,1,0,1,1,0,1,Germany,1,6,Audi,A4,180.0,Low,4287
139,Black,Wagon,8600,0,1,2011,Rear wheel drive (RWD),Diesel,0,1,1,5,278000,Automatic,0,1,1,0,"6,5",1,0,0,0,1,0,1,0,1,1,1,1,1,1,https://en.autoplius.lt/ads/bmw-520-2-0-l-wagon-2011-diesel-27223723.html,1,"5,3",1,1,0,1,Germany,1,46,BMW,520,135.0,Low,4288
204,Orange,Passenger minibus,8600,1,1,2011,Front wheel drive (FWD),Diesel,0,1,0,9,337275,Manual,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-transporter-2-0-l-passenger-minibus-2011-diesel-27194829.html,0,0,0,1,0,0,Germany,0,0,Volkswagen,Transporter,62.0,Low,4289
115,Black,Wagon,8600,1,1,2017,Front wheel drive (FWD),Diesel,0,1,1,5,339860,Automatic,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2017-diesel-27100081.html,1,0,1,1,1,1,0,1,0,Volkswagen,Passat,110.0,Low,4290
282,Gray / silver,Off-road / Crossover,8600,0,0,2003,All wheel (4х4),Diesel,0,0,1,8,338000,Automatic,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/toyota-land-cruiser-3-0-l-off-road-crossover-2003-diesel-23744147.html,0,0,0,0,0,1,France,1,106,Toyota,Land Cruiser,120.0,Low,4291
154,Red / crimson,Off-road / Crossover,8650,1,1,2010,Front wheel drive (FWD),Diesel,0,1,1,5,226875,Manual,1,1,1,0,"6,9",1,1,0,1,0,0,1,0,1,0,0,0,1,1,https://en.autoplius.lt/ads/volvo-xc60-2-0-l-off-road-crossover-2010-diesel-26762335.html,1,"5,7",1,0,0,1,0,0,49,Volvo,XC60,120.0,Low,4292
147,White,Off-road / Crossover,8650,1,1,2013,Front wheel drive (FWD),Diesel,0,1,1,5,122584,Manual,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/kia-sportage-1-7-l-off-road-crossover-2013-diesel-26988593.html,1,0,1,0,0,1,Italy,0,0,Kia,Sportage,85.0,Very Low,4293
152,Black,Wagon,8650,0,0,2013,All wheel (4х4),Diesel,0,0,0,5,341000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a6-wagon-2013-diesel-27227625.html,0,0,0,0,0,0,0,0,0,Audi,A6,116.0,Low,4294
103,White,Wagon,8650,0,0,2017,Front wheel drive (FWD),Diesel,0,1,1,5,266000,Automatic,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,https://en.autoplius.lt/ads/volkswagen-golf-1-6-l-wagon-2017-diesel-27217501.html,1,0,1,1,0,1,0,0,0,Volkswagen,Golf,85.0,Low,4295
152,White,MPV / minivan,8650,0,0,2012,Front wheel drive (FWD),Diesel,0,0,0,7,247000,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-sharan-2-0-l-mpv-minivan-2012-diesel-27209041.html,0,0,0,0,0,0,0,0,0,Volkswagen,Sharan,125.0,Low,4296
184,Brown / beige,Off-road / Crossover,8690,1,0,2010,All wheel (4х4),Diesel,0,1,1,5,267000,Automatic,1,1,1,0,"9,1",1,1,1,1,1,1,1,0,1,0,1,0,0,0,https://en.autoplius.lt/ads/volvo-xc60-2-4-l-off-road-crossover-2010-diesel-27093061.html,1,"7,5",1,1,0,1,Germany,1,61,Volvo,XC60,151.0,Low,4297
159,Black,Off-road / Crossover,8699,1,1,2010,All wheel (4х4),Diesel,0,1,1,5,276000,Automatic,1,1,1,0,"8,2",1,1,1,1,1,0,1,0,1,1,0,0,1,1,https://en.autoplius.lt/ads/audi-q5-2-0-l-off-road-crossover-2010-diesel-27067763.html,1,"6,7",1,1,0,1,Germany,0,58,Audi,Q5,125.0,Low,4298
0,White,Commercial,8700,1,0,2017,Front wheel drive (FWD),Diesel,0,1,1,3,98000,Manual,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,https://en.autoplius.lt/ads/ford-transit-custom-2-0-l-commercial-2017-diesel-27146039.html,0,0,1,1,0,1,Denmark,0,0,Ford,Transit Custom,96.0,Low,4299
48,Gray / silver,Wagon,8700,1,1,2013,All wheel (4х4),Diesel / electricity,0,1,1,5,270000,Automatic,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/volvo-v60-2-4-l-wagon-2013-diesel-electricity-26880113.html,1,"1,8",1,0,1,1,Holland,0,0,Volvo,V60,205.0,Low,4300
0,White,Hatchback,8700,1,1,2016,Front wheel drive (FWD),Diesel,1,1,1,5,347000,Automatic,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/volvo-v40-2-0-l-hatchback-2016-diesel-26625011.html,1,"5,3",1,0,1,1,Holland,0,0,Volvo,V40,110.0,Low,4301
112,Brown / beige,MPV / minivan,8700,1,0,2014,Front wheel drive (FWD),Diesel,0,1,1,5,198000,Manual,0,1,1,0,"5,1",1,1,0,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-golf-sportsvan-2-0-l-mpv-minivan-2014-diesel-26866801.html,1,"4,3",1,0,1,1,Holland,0,39,Volkswagen,Golf Sportsvan,110.0,Low,4302
218,White,Off-road / Crossover,8700,0,1,2009,All wheel (4х4),Petrol,0,1,1,5,226000,Automatic,0,1,0,0,"10,4",1,0,0,1,1,0,1,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-q5-2-0-l-off-road-crossover-2009-petrol-26937585.html,0,"8,5",0,1,0,1,Holland,0,73,Audi,Q5,155.0,Low,4303
108,Brown / beige,Saloon / sedan,8700,1,0,2015,Front wheel drive (FWD),Diesel,0,1,1,5,234000,Manual,0,1,1,1,"5,1",0,1,0,1,1,0,1,0,0,1,1,0,1,1,https://en.autoplius.lt/ads/toyota-avensis-1-6-l-saloon-sedan-2015-diesel-27003423.html,1,"4,2",1,0,1,1,Holland,0,36,Toyota,Avensis,82.0,Low,4304
143,Gray / silver,Wagon,8700,0,0,2012,All wheel (4х4),Diesel,0,0,0,5,390000,Automatic,1,0,0,0,"6,4",0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-525-2-0-l-wagon-2012-diesel-27149835.html,0,"5,4",0,0,0,0,0,0,49,BMW,525,160.0,Low,4305
149,Blue,Wagon,8700,0,0,2012,All wheel (4х4),Diesel,1,1,0,5,315000,Automatic,1,1,1,0,"6,6",0,1,0,1,1,1,0,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/bmw-530-3-0-l-wagon-2012-diesel-27209401.html,0,"5,7",1,1,1,1,0,1,51,BMW,530,190.0,Low,4306
139,Gray / silver,Off-road / Crossover,8700,0,0,2014,All wheel (4х4),Diesel,0,0,0,5,197733,Manual,0,0,0,0,"6,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/mitsubishi-outlander-2-3-l-off-road-crossover-2014-diesel-26157910.html,0,"5,4",0,0,0,0,0,0,47,Mitsubishi,Outlander,110.0,Very Low,4307
0,Black,Cargo van,8700,0,1,2018,Front wheel drive (FWD),Diesel,0,1,0,0,191000,Manual,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,https://en.autoplius.lt/ads/nissan-nv300-1-6-l-cargo-van-2018-diesel-25591283.html,0,0,1,1,0,1,0,0,0,Nissan,NV300,92.0,Low,4308
159,Black,Off-road / Crossover,8700,1,1,2010,Front wheel drive (FWD),Diesel,1,1,0,5,264000,Manual,1,1,1,0,7,1,1,0,1,1,1,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/volvo-xc60-2-4-l-off-road-crossover-2010-diesel-27149435.html,0,6,1,1,1,1,0,0,5,Volvo,XC60,129.0,Low,4309
124,Blue,Saloon / sedan,8700,1,1,2017,All wheel (4х4),Diesel,1,1,1,5,260000,Automatic,1,1,1,1,"5,6",0,1,0,1,1,0,1,1,1,1,0,1,1,0,https://en.autoplius.lt/ads/volvo-s90-2-0-l-saloon-sedan-2017-diesel-27121813.html,1,"4,7",1,1,1,1,France,1,42,Volvo,S90,140.0,Low,4310
137,Brown / beige,Off-road / Crossover,8700,1,1,2013,Front wheel drive (FWD),Diesel,1,0,1,5,230000,Automatic,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-v40-cross-country-2-0-l-off-road-crossover-2013-diesel-26769249.html,0,0,1,0,0,1,0,0,0,Volvo,V40 Cross Country,110.0,Low,4311
129,Black,Wagon,8700,1,1,2015,Front wheel drive (FWD),Diesel,0,1,1,5,220000,Automatic,1,1,1,0,"5,6",1,1,1,0,1,0,1,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/audi-a4-2-0-l-wagon-2015-diesel-24600336.html,1,"4,9",1,0,0,1,0,0,45,Audi,A4,110.0,Low,4312
0,Black,Wagon,8700,1,1,2013,Rear wheel drive (RWD),Diesel,0,0,1,5,295000,Automatic,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/bmw-320-2-0-l-wagon-2013-diesel-27222205.html,1,0,0,1,0,1,Belgium,0,0,BMW,320,85.0,Low,4313
0,Black,Wagon,8700,1,1,2013,Rear wheel drive (RWD),Diesel,0,0,1,5,295000,Automatic,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,https://en.autoplius.lt/ads/bmw-320-2-0-l-wagon-2013-diesel-27220897.html,1,0,0,0,0,1,Belgium,0,0,BMW,320,85.0,Low,4314
119,Gray / silver,MPV / minivan,8700,0,1,2016,Front wheel drive (FWD),Diesel,0,0,1,5,280000,Manual,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,https://en.autoplius.lt/ads/volkswagen-caddy-2-0-l-mpv-minivan-2016-diesel-27221943.html,0,0,1,0,0,1,Germany,0,0,Volkswagen,Caddy,75.0,Low,4315
169,White,Off-road / Crossover,8700,0,1,2011,All wheel (4х4),Diesel,0,0,1,5,291000,Automatic,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2011-diesel-27195171.html,1,0,1,1,0,1,Germany,0,0,Volkswagen,Tiguan,103.0,Low,4316
0,Gray / silver,Wagon,8712,1,1,2021,Front wheel drive (FWD),Petrol,0,1,1,5,202000,Manual,0,1,1,0,"5,9",1,1,0,1,0,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/ford-focus-1-0-l-wagon-2021-petrol-26453776.html,1,"4,8",1,0,1,1,Holland,0,42,Ford,Focus,114.0,Very Low,4317
116,Gray / silver,Wagon,8712,1,1,2019,Front wheel drive (FWD),Petrol,0,1,1,5,138000,Manual,0,1,1,0,"6,5",1,1,0,1,0,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/ford-focus-1-0-l-wagon-2019-petrol-26974617.html,1,5,1,0,0,1,Holland,0,42,Ford,Focus,92.0,Very Low,4318
93,Black,Hatchback,8712,1,0,2020,Front wheel drive (FWD),Petrol,0,1,1,5,181000,Manual,0,1,1,0,"4,8",1,1,0,1,1,0,1,0,0,1,1,0,1,1,https://en.autoplius.lt/ads/opel-corsa-1-2-l-hatchback-2020-petrol-27200567.html,1,"4,1",1,0,0,1,Holland,0,37,Opel,Corsa,55.0,Very Low,4319
188,Black,Saloon / sedan,8750,1,1,2011,Rear wheel drive (RWD),Diesel,0,1,1,5,269578,Automatic,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/mercedes-benz-e350-3-0-l-saloon-sedan-2011-diesel-27081323.html,1,7,1,0,0,1,Germany,1,0,Mercedes-Benz,E350,170.0,Low,4320
139,White,Off-road / Crossover,8750,1,0,2015,All wheel (4х4),Diesel,0,1,0,5,206321,Automatic,0,1,1,0,"7,1",0,1,1,0,1,0,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/mitsubishi-outlander-2-3-l-off-road-crossover-2015-diesel-26989401.html,1,"5,8",1,1,0,1,0,1,51,Mitsubishi,Outlander,110.0,Very Low,4321
108,Black,Hatchback,8750,0,1,2015,Rear wheel drive (RWD),Diesel,0,1,1,5,248000,Manual,0,1,1,0,5,1,0,0,1,1,0,1,0,1,0,0,0,1,1,https://en.autoplius.lt/ads/bmw-120-2-0-l-hatchback-2015-diesel-27142623.html,1,"4,1",1,0,0,1,Belgium,1,36,BMW,120,105.0,Low,4322
169,Black,Hatchback,8750,1,1,2011,Front wheel drive (FWD),Diesel,0,1,1,4,302575,Automatic,1,1,1,0,8,1,0,0,1,0,0,1,0,1,0,1,0,1,0,https://en.autoplius.lt/ads/audi-a5-sportback-2-7-l-hatchback-2011-diesel-27121329.html,1,"6,5",1,0,0,1,0,0,56,Audi,A5 Sportback,140.0,Very Low,4323
174,White,Hatchback,8750,0,1,2010,All wheel (4х4),Diesel,0,1,1,5,281000,Automatic,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/audi-a5-sportback-3-0-l-hatchback-2010-diesel-27198829.html,0,0,1,0,0,1,0,0,0,Audi,A5 Sportback,176.0,Low,4324
173,Black,Hatchback,8750,0,1,2010,0,Diesel,1,0,1,5,302564,Automatic,1,1,1,1,8,1,1,1,1,1,0,1,0,1,0,0,1,1,1,https://en.autoplius.lt/ads/bmw-530-gran-turismo-3-0-l-hatchback-2010-diesel-27212055.html,1,7,1,1,1,1,0,0,6,BMW,530 Gran Turismo,180.0,Low,4325
176,Blue,MPV / minivan,8750,0,0,2014,Rear wheel drive (RWD),Diesel,0,0,0,9,269000,Manual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/mercedes-benz-vito-2-1-l-mpv-minivan-2014-diesel-27226185.html,0,"6,6",0,0,0,0,Holland,0,0,Mercedes-Benz,Vito,70.0,Low,4326
147,Gray / silver,Off-road / Crossover,8790,1,0,2013,All wheel (4х4),Diesel,1,1,0,5,309108,Automatic,1,1,0,0,"6,1",0,1,0,1,1,0,1,0,1,0,0,0,0,1,https://en.autoplius.lt/ads/bmw-x3-2-0-l-off-road-crossover-2013-diesel-26899225.html,0,"5,6",1,0,0,1,0,1,53,BMW,X3,135.0,Low,4327
108,Gray / silver,Hatchback,8799,1,0,2015,Front wheel drive (FWD),Diesel,1,1,0,5,234000,Manual,0,1,1,1,"4,9",1,1,1,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/mercedes-benz-b180-1-5-l-hatchback-2015-diesel-27054695.html,1,"4,1",1,1,0,1,0,0,37,Mercedes-Benz,B180,80.0,Very Low,4328
0,Black,Saloon / sedan,8800,0,1,2011,All wheel (4х4),Diesel,1,1,1,5,345256,Automatic,1,1,1,1,9,0,0,0,1,0,1,0,1,1,0,1,1,1,1,https://en.autoplius.lt/ads/mercedes-benz-e350-3-0-l-saloon-sedan-2011-diesel-26769655.html,1,8,1,1,0,1,Lithuania,1,6,Mercedes-Benz,E350,195.0,Low,4329
162,Black,Wagon,8800,0,1,2010,Rear wheel drive (RWD),Diesel,0,1,1,5,283266,Automatic,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,https://en.autoplius.lt/ads/bmw-525-3-0-l-wagon-2010-diesel-27081647.html,1,0,1,1,0,1,0,1,0,BMW,525,150.0,Low,4330
